,Open,High,Low,Close
0,0.8238185239956056,0.6897929700625527,0.901025068455992,0.8496875759676277
1,0.7963992377453412,0.6724649615711247,0.8610750286097814,0.8241731982037057
2,0.7725783146505254,0.6552628436705034,0.8301187080897663,0.7995964607427792
3,0.7495999649409625,0.6366842619432443,0.8032414486030223,0.7762670827398502
4,0.7278558108027148,0.6183080113363757,0.7793784093290724,0.754723825614599
5,0.7078336102313525,0.6010430670068122,0.7581024502710747,0.7351223753985942
6,0.6896423060173088,0.5851998669277821,0.7390876114699978,0.7174177314591638
7,0.6732231997076887,0.5708275853684354,0.7220707194676643,0.7014859412369628
8,0.6584537100521679,0.5578655961815732,0.7068310970292918,0.6871771510044381
9,0.6451913736479179,0.546210619515224,0.6931781014329749,0.6743389152440521
10,0.6332932391241883,0.5357471809515694,0.6809441958166329,0.662826118024208
11,0.6226240436889475,0.5263610710365944,0.6699807805924295,0.6525047301567385
12,0.6130592177457034,0.5179449182056506,0.6601554010039885,0.6432527718320078
13,0.60448555367412,0.5104001470259311,0.6513496849036513,0.6349600506427729
14,0.5968008586486839,0.5036373132319,0.6434577005717173,0.6275274007797114
15,0.5899132007894689,0.49757573986977033,0.636384581307601,0.6208657551517146
16,0.5837400264830443,0.4921428805820479,0.6300453378042358,0.6148951987176826
17,0.5782072724498759,0.487273603681489,0.6243638148253385,0.6095440662249952
18,0.5732485246480549,0.4829094825612561,0.6192717659904257,0.6047481083917404
19,0.5688042432612045,0.47899812795000973,0.6147080291645506,0.6004497328283402
20,0.5648210581890206,0.4754925745851473,0.6106177895598486,0.5965973182098363
21,0.5612511329988309,0.472350724569115,0.6069519203004488,0.5931445970293386
22,0.5580515927014509,0.4695348452277109,0.6036663918767842,0.5900501011877456
23,0.5551840098828899,0.4670111175461174,0.6007217430907521,0.5872766645413459
24,0.5526139436768428,0.46474923074443636,0.5980826069944738,0.5847909767976068
25,0.5503105263479385,0.4627220185841806,0.595717286062031,0.5825631835718899
26,0.5482460926640481,0.46090513325308374,0.5935973714604779,0.5805665278813883
27,0.5463958476733942,0.45927675301220616,0.5916974018327309,0.5787770288077714
